Invoice #,Invoice Date,Client,Reservation #,Line Item Description,Category,Quantity (hrs/units),Rate ($),Amount ($),Status
INV201761,2025-07-26,Ethan Bauer,R102049,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV201762,2025-07-28,Lucas Hartman,R101980,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV201762,2025-07-28,Lucas Hartman,R101980,Instructor time - Sarah Phillips,Instructor,1.8,75,135.0,Paid
INV201762,2025-07-28,Lucas Hartman,R101980,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV201763,2025-07-31,Isabella Rodriguez,R101116,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.4,185,259.0,Paid
INV201763,2025-07-31,Isabella Rodriguez,R101116,Instructor time - Doug Hayes,Instructor,1.7,75,127.5,Paid
INV201764,2025-07-28,Ethan Bauer,R102050,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV201764,2025-07-28,Ethan Bauer,R102050,Instructor time - Jenny Park,Instructor,1.6,75,120.0,Paid
INV201765,2025-07-31,Isabella Rodriguez,R101112,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Outstanding
INV201765,2025-07-31,Isabella Rodriguez,R101112,Instructor time - Mike Anderson,Instructor,1.6,75,120.0,Outstanding
INV201766,2025-07-31,Sophia Reyes,R101803,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV201766,2025-07-31,Sophia Reyes,R101803,Instructor time - Doug Hayes,Instructor,2.1,75,157.5,Paid
INV201767,2025-08-01,Lucas Hartman,R101981,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.0,190,380.0,Paid
INV201767,2025-08-01,Lucas Hartman,R101981,Instructor time - Tom Reyes,Instructor,2.3,75,172.5,Paid
INV201768,2025-08-01,Daniel Park,R101695,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.4,185,259.0,Paid
INV201768,2025-08-01,Daniel Park,R101695,Instructor time - Doug Hayes,Instructor,1.4,75,105.0,Paid
INV201769,2025-07-30,Ava Donovan,R101953,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV201769,2025-07-30,Ava Donovan,R101953,Instructor time - Tom Reyes,Instructor,2.0,75,150.0,Paid
INV201770,2025-08-01,Ethan Bauer,R102051,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV201770,2025-08-01,Ethan Bauer,R102051,Instructor time - Tom Reyes,Instructor,1.9,75,142.5,Paid
INV201771,2025-08-04,Noah J. Carter,R101195,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV201771,2025-08-04,Noah J. Carter,R101195,Instructor time - Jenny Park,Instructor,2.0,75,150.0,Paid
INV201772,2025-08-04,Daniel Park,R101681,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.3,190,247.0,Paid
INV201772,2025-08-04,Daniel Park,R101681,Instructor time - Doug Hayes,Instructor,1.6,75,120.0,Paid
INV201773,2025-08-01,Lucas Hartman,R101982,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV201773,2025-08-01,Lucas Hartman,R101982,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Paid
INV201774,2025-08-03,Isabella Rodriguez,R101099,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.4,175,245.0,Paid
INV201774,2025-08-03,Isabella Rodriguez,R101099,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV201775,2025-08-05,Sophia Reyes,R101804,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Outstanding
INV201775,2025-08-05,Sophia Reyes,R101804,Instructor time - Doug Hayes,Instructor,2.1,75,157.5,Outstanding
INV201776,2025-08-07,Lucas Hartman,R101983,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV201776,2025-08-07,Lucas Hartman,R101983,Instructor time - Jenny Park,Instructor,1.7,75,127.5,Paid
INV201777,2025-08-09,Ava Donovan,R101954,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.6,190,304.0,Paid
INV201778,2025-08-07,Ethan Bauer,R102052,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV201779,2025-08-07,Sophia Reyes,R101805,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.0,190,380.0,Outstanding
INV201779,2025-08-07,Sophia Reyes,R101805,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Outstanding
INV201780,2025-08-08,Henry Walsh,R101619,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV201780,2025-08-08,Henry Walsh,R101619,Instructor time - Sarah Phillips,Instructor,2.4,75,180.0,Paid
INV201781,2025-08-08,Daniel Park,R101675,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.2,185,222.0,Outstanding
INV201781,2025-08-08,Daniel Park,R101675,Instructor time - Doug Hayes,Instructor,1.7,75,127.5,Outstanding
INV201782,2025-08-09,Lucas Hartman,R101984,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV201782,2025-08-09,Lucas Hartman,R101984,Instructor time - Sarah Phillips,Instructor,1.6,75,120.0,Paid
INV201783,2025-08-11,Henry Walsh,R101602,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV201783,2025-08-11,Henry Walsh,R101602,Instructor time - Tom Reyes,Instructor,2.2,75,165.0,Paid
INV201784,2025-08-12,Isabella Rodriguez,R101118,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.2,185,407.0,Paid
INV201785,2025-08-14,Henry Walsh,R101603,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.3,185,240.5,Paid
INV201785,2025-08-14,Henry Walsh,R101603,Instructor time - Sarah Phillips,Instructor,1.3,75,97.5,Paid
INV201785,2025-08-14,Henry Walsh,R101603,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV201786,2025-08-14,Lucas Hartman,R101985,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV201786,2025-08-14,Lucas Hartman,R101985,Instructor time - Doug Hayes,Instructor,1.7,75,127.5,Paid
INV201787,2025-08-12,Lucas Hartman,R101986,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV201787,2025-08-12,Lucas Hartman,R101986,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV201787,2025-08-12,Lucas Hartman,R101986,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV201788,2025-08-15,Sophia Reyes,R101806,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201788,2025-08-15,Sophia Reyes,R101806,Instructor time - Doug Hayes,Instructor,2.1,75,157.5,Paid
INV201788,2025-08-15,Sophia Reyes,R101806,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV201789,2025-08-17,Daniel Park,R101678,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201789,2025-08-17,Daniel Park,R101678,Instructor time - Doug Hayes,Instructor,2.1,75,157.5,Paid
INV201790,2025-08-19,Lucas Hartman,R101987,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV201791,2025-08-20,Sophia Reyes,R101807,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.5,175,262.5,Paid
INV201791,2025-08-20,Sophia Reyes,R101807,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Paid
INV201792,2025-08-24,Henry Walsh,R101624,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201792,2025-08-24,Henry Walsh,R101624,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Paid
INV201793,2025-08-22,Noah J. Carter,R101172,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV201793,2025-08-22,Noah J. Carter,R101172,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV201793,2025-08-22,Noah J. Carter,R101172,Ground instruction / briefing,Ground,0.8,65,52.0,Paid
INV201794,2025-08-23,Noah J. Carter,R101181,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV201794,2025-08-23,Noah J. Carter,R101181,Instructor time - Jenny Park,Instructor,1.5,75,112.5,Paid
INV201794,2025-08-23,Noah J. Carter,R101181,Ground instruction / briefing,Ground,0.8,65,52.0,Paid
INV201795,2025-08-25,Henry Walsh,R101626,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.1,175,367.5,Paid
INV201795,2025-08-25,Henry Walsh,R101626,Instructor time - Sarah Phillips,Instructor,2.4,75,180.0,Paid
INV201795,2025-08-25,Henry Walsh,R101626,Ground instruction / briefing,Ground,1.4,65,91.0,Paid
INV201796,2025-08-24,Lucas Hartman,R101988,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Paid
INV201797,2025-08-26,Sophia Reyes,R101808,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201797,2025-08-26,Sophia Reyes,R101808,Instructor time - Doug Hayes,Instructor,1.8,75,135.0,Paid
INV201798,2025-08-27,Noah J. Carter,R101194,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.3,185,425.5,Paid
INV201798,2025-08-27,Noah J. Carter,R101194,Instructor time - Jenny Park,Instructor,2.6,75,195.0,Paid
INV201799,2025-08-30,Noah J. Carter,R101192,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.4,175,420.0,Paid
INV201799,2025-08-30,Noah J. Carter,R101192,Instructor time - Jenny Park,Instructor,2.7,75,202.5,Paid
INV201800,2025-09-01,Sophia Reyes,R101809,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201800,2025-09-01,Sophia Reyes,R101809,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV201801,2025-09-03,Grace Liu,R101631,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV201801,2025-09-03,Grace Liu,R101631,Instructor time - Jenny Park,Instructor,1.8,75,135.0,Paid
INV201802,2025-09-03,Noah J. Carter,R101200,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV201802,2025-09-03,Noah J. Carter,R101200,Instructor time - Jenny Park,Instructor,2.0,75,150.0,Paid
INV201803,2025-09-06,Daniel Park,R101666,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV201803,2025-09-06,Daniel Park,R101666,Instructor time - Doug Hayes,Instructor,2.1,75,157.5,Paid
INV201804,2025-09-04,Isabella Rodriguez,R101126,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.3,185,240.5,Paid
INV201804,2025-09-04,Isabella Rodriguez,R101126,Instructor time - Doug Hayes,Instructor,1.3,75,97.5,Paid
INV201805,2025-09-05,Henry Walsh,R101614,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV201805,2025-09-05,Henry Walsh,R101614,Instructor time - Sarah Phillips,Instructor,1.6,75,120.0,Paid
INV201806,2025-09-05,Noah Whitfield,R101811,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV201806,2025-09-05,Noah Whitfield,R101811,Instructor time - Mike Anderson,Instructor,1.7,75,127.5,Paid
INV201806,2025-09-05,Noah Whitfield,R101811,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV201807,2025-09-10,Isabella Rodriguez,R101120,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.4,175,245.0,Paid
INV201807,2025-09-10,Isabella Rodriguez,R101120,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV201808,2025-09-10,Sophia Reyes,R101810,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.1,190,399.0,Paid
INV201809,2025-09-11,Noah Whitfield,R101812,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV201809,2025-09-11,Noah Whitfield,R101812,Instructor time - Mike Anderson,Instructor,2.3,75,172.5,Paid
INV201809,2025-09-11,Noah Whitfield,R101812,Ground instruction / briefing,Ground,0.9,65,58.5,Paid
INV201810,2025-09-10,Daniel Park,R101677,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV201810,2025-09-10,Daniel Park,R101677,Instructor time - Doug Hayes,Instructor,1.8,75,135.0,Paid
INV201811,2025-09-13,Isabella Rodriguez,R101124,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201811,2025-09-13,Isabella Rodriguez,R101124,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV201812,2025-09-15,Henry Walsh,R101609,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV201812,2025-09-15,Henry Walsh,R101609,Instructor time - Sarah Phillips,Instructor,2.6,75,195.0,Paid
INV201813,2025-09-18,Isabella Rodriguez,R101121,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV201813,2025-09-18,Isabella Rodriguez,R101121,Instructor time - Doug Hayes,Instructor,2.1,75,157.5,Paid
INV201814,2025-09-16,Noah Whitfield,R101813,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201814,2025-09-16,Noah Whitfield,R101813,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Paid
INV201815,2025-09-18,Daniel Park,R101685,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV201815,2025-09-18,Daniel Park,R101685,Instructor time - Doug Hayes,Instructor,2.5,75,187.5,Paid
INV201816,2025-09-21,Grace Liu,R101636,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Outstanding
INV201816,2025-09-21,Grace Liu,R101636,Instructor time - Tom Reyes,Instructor,1.8,75,135.0,Outstanding
INV201817,2025-09-18,Grace Liu,R101650,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.3,185,240.5,Paid
INV201817,2025-09-18,Grace Liu,R101650,Instructor time - Tom Reyes,Instructor,1.3,75,97.5,Paid
INV201818,2025-09-21,Noah J. Carter,R101186,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Paid
INV201818,2025-09-21,Noah J. Carter,R101186,Instructor time - Jenny Park,Instructor,1.8,75,135.0,Paid
INV201819,2025-09-21,Noah Whitfield,R101814,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV201819,2025-09-21,Noah Whitfield,R101814,Instructor time - Mike Anderson,Instructor,2.3,75,172.5,Paid
INV201820,2025-09-21,Isabella Rodriguez,R101119,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.2,190,418.0,Paid
INV201820,2025-09-21,Isabella Rodriguez,R101119,Instructor time - Doug Hayes,Instructor,2.5,75,187.5,Paid
INV201820,2025-09-21,Isabella Rodriguez,R101119,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV201821,2025-09-25,Noah Whitfield,R101815,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV201821,2025-09-25,Noah Whitfield,R101815,Instructor time - Mike Anderson,Instructor,2.3,75,172.5,Paid
INV201821,2025-09-25,Noah Whitfield,R101815,Ground instruction / briefing,Ground,0.5,65,32.5,Paid
INV201822,2025-09-29,Isabella Rodriguez,R101122,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.4,185,259.0,Paid
INV201822,2025-09-29,Isabella Rodriguez,R101122,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV201823,2025-09-28,Noah J. Carter,R101191,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.8,185,333.0,Outstanding
INV201823,2025-09-28,Noah J. Carter,R101191,Instructor time - Jenny Park,Instructor,1.8,75,135.0,Outstanding
INV201824,2025-09-27,Karen Yoshida,R101590,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.1,190,209.0,Paid
INV201824,2025-09-27,Karen Yoshida,R101590,Instructor time - Jenny Park,Instructor,1.6,75,120.0,Paid
INV201825,2025-09-27,Grace Liu,R101640,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV201825,2025-09-27,Grace Liu,R101640,Instructor time - Tom Reyes,Instructor,2.6,75,195.0,Paid
INV201826,2025-09-28,Henry Walsh,R101605,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.3,175,227.5,Paid
INV201826,2025-09-28,Henry Walsh,R101605,Instructor time - Sarah Phillips,Instructor,1.6,75,120.0,Paid
INV201827,2025-10-01,Grace Liu,R101648,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.3,185,240.5,Paid
INV201827,2025-10-01,Grace Liu,R101648,Instructor time - Tom Reyes,Instructor,1.3,75,97.5,Paid
INV201827,2025-10-01,Grace Liu,R101648,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV201828,2025-09-30,Noah Whitfield,R101816,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Outstanding
INV201828,2025-09-30,Noah Whitfield,R101816,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Outstanding
INV201829,2025-10-01,Isabella Rodriguez,R101123,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.3,190,247.0,Paid
INV201829,2025-10-01,Isabella Rodriguez,R101123,Instructor time - Doug Hayes,Instructor,1.3,75,97.5,Paid
INV201830,2025-10-02,Isabella Rodriguez,R101125,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV201830,2025-10-02,Isabella Rodriguez,R101125,Instructor time - Doug Hayes,Instructor,1.8,75,135.0,Paid
INV201831,2025-10-01,Daniel Park,R101656,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.3,185,240.5,Paid
INV201831,2025-10-01,Daniel Park,R101656,Instructor time - Doug Hayes,Instructor,1.6,75,120.0,Paid
INV201832,2025-10-02,Henry Walsh,R101620,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV201832,2025-10-02,Henry Walsh,R101620,Instructor time - Sarah Phillips,Instructor,2.0,75,150.0,Paid
INV201833,2025-10-06,Isabella Rodriguez,R101127,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.9,190,361.0,Paid
INV201834,2025-10-05,Noah Whitfield,R101817,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV201834,2025-10-05,Noah Whitfield,R101817,Instructor time - Mike Anderson,Instructor,1.5,75,112.5,Paid
INV201834,2025-10-05,Noah Whitfield,R101817,Ground instruction / briefing,Ground,0.5,65,32.5,Paid
INV201835,2025-10-06,Chloe Marsh,R102053,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Outstanding
INV201835,2025-10-06,Chloe Marsh,R102053,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Outstanding
INV201836,2025-10-08,Noah Whitfield,R101818,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.6,175,280.0,Paid
INV201836,2025-10-08,Noah Whitfield,R101818,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Paid
INV201837,2025-10-12,Chloe Marsh,R102054,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Outstanding
INV201837,2025-10-12,Chloe Marsh,R102054,Instructor time - Mike Anderson,Instructor,1.6,75,120.0,Outstanding
INV201837,2025-10-12,Chloe Marsh,R102054,Ground instruction / briefing,Ground,0.7,65,45.5,Outstanding
INV201838,2025-10-11,Chloe Marsh,R102055,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.5,175,262.5,Paid
INV201838,2025-10-11,Chloe Marsh,R102055,Instructor time - Mike Anderson,Instructor,1.5,75,112.5,Paid
INV201839,2025-10-12,Noah J. Carter,R101196,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.3,185,425.5,Paid
INV201839,2025-10-12,Noah J. Carter,R101196,Instructor time - Jenny Park,Instructor,2.3,75,172.5,Paid
INV201840,2025-10-14,Noah Whitfield,R101819,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.9,190,361.0,Paid
INV201840,2025-10-14,Noah Whitfield,R101819,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Paid
INV201841,2025-10-12,Chloe Marsh,R102056,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV201841,2025-10-12,Chloe Marsh,R102056,Instructor time - Jenny Park,Instructor,1.6,75,120.0,Paid
INV201842,2025-10-15,Chloe Marsh,R102057,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201842,2025-10-15,Chloe Marsh,R102057,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV201843,2025-10-19,Noah Whitfield,R101820,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV201843,2025-10-19,Noah Whitfield,R101820,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Paid
INV201844,2025-10-17,Chloe Marsh,R102058,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV201844,2025-10-17,Chloe Marsh,R102058,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV201845,2025-10-19,Chloe Marsh,R102059,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Outstanding
INV201845,2025-10-19,Chloe Marsh,R102059,Instructor time - Mike Anderson,Instructor,1.8,75,135.0,Outstanding
INV201846,2025-10-21,Henry Walsh,R101610,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.6,190,304.0,Paid
INV201846,2025-10-21,Henry Walsh,R101610,Instructor time - Jenny Park,Instructor,1.6,75,120.0,Paid
INV201846,2025-10-21,Henry Walsh,R101610,Ground instruction / briefing,Ground,1.5,65,97.5,Paid
INV201847,2025-10-20,Grace Liu,R101644,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.3,175,227.5,Paid
INV201847,2025-10-20,Grace Liu,R101644,Instructor time - Tom Reyes,Instructor,1.3,75,97.5,Paid
INV201848,2025-10-23,Daniel Park,R101691,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.4,175,245.0,Paid
INV201848,2025-10-23,Daniel Park,R101691,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV201849,2025-10-20,Chloe Marsh,R102060,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV201849,2025-10-20,Chloe Marsh,R102060,Instructor time - Mike Anderson,Instructor,2.0,75,150.0,Paid
INV201850,2025-10-22,Noah Whitfield,R101821,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.1,175,367.5,Paid
INV201850,2025-10-22,Noah Whitfield,R101821,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV201851,2025-10-22,Karen Yoshida,R101586,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.0,190,190.0,Paid
INV201851,2025-10-22,Karen Yoshida,R101586,Instructor time - Jenny Park,Instructor,1.0,75,75.0,Paid
INV201851,2025-10-22,Karen Yoshida,R101586,Ground instruction / briefing,Ground,1.1,65,71.5,Paid
INV201852,2025-10-23,Grace Liu,R101647,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201852,2025-10-23,Grace Liu,R101647,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Paid
INV201853,2025-10-24,Chloe Marsh,R102061,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV201853,2025-10-24,Chloe Marsh,R102061,Instructor time - Mike Anderson,Instructor,2.0,75,150.0,Paid
INV201854,2025-10-24,Henry Walsh,R101598,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.0,190,380.0,Paid
INV201854,2025-10-24,Henry Walsh,R101598,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Paid
INV201855,2025-10-26,Chloe Marsh,R102062,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV201855,2025-10-26,Chloe Marsh,R102062,Instructor time - Mike Anderson,Instructor,1.8,75,135.0,Paid
INV201856,2025-10-29,Noah Whitfield,R101822,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV201856,2025-10-29,Noah Whitfield,R101822,Instructor time - Mike Anderson,Instructor,1.8,75,135.0,Paid
INV201857,2025-10-30,Chloe Marsh,R102063,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV201857,2025-10-30,Chloe Marsh,R102063,Instructor time - Jenny Park,Instructor,2.0,75,150.0,Paid
INV201858,2025-11-01,Noah J. Carter,R101185,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201858,2025-11-01,Noah J. Carter,R101185,Instructor time - Tom Reyes,Instructor,1.9,75,142.5,Paid
INV201859,2025-10-30,Chloe Marsh,R102064,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV201859,2025-10-30,Chloe Marsh,R102064,Instructor time - Tom Reyes,Instructor,2.2,75,165.0,Paid
INV201859,2025-10-30,Chloe Marsh,R102064,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV201860,2025-11-01,Henry Walsh,R101616,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.1,190,399.0,Paid
INV201860,2025-11-01,Henry Walsh,R101616,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV201861,2025-11-01,Noah Whitfield,R101823,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV201861,2025-11-01,Noah Whitfield,R101823,Instructor time - Mike Anderson,Instructor,1.5,75,112.5,Paid
INV201861,2025-11-01,Noah Whitfield,R101823,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV201862,2025-11-03,Chloe Marsh,R102065,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV201862,2025-11-03,Chloe Marsh,R102065,Instructor time - Jenny Park,Instructor,2.0,75,150.0,Paid
INV201862,2025-11-03,Chloe Marsh,R102065,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV201863,2025-11-03,Chloe Marsh,R102066,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.8,175,315.0,Paid
INV201863,2025-11-03,Chloe Marsh,R102066,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV201864,2025-11-08,Noah Whitfield,R101824,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Paid
INV201864,2025-11-08,Noah Whitfield,R101824,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV201864,2025-11-08,Noah Whitfield,R101824,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV201865,2025-11-08,Chloe Marsh,R102067,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV201866,2025-11-09,Daniel Park,R101674,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.1,190,399.0,Paid
INV201866,2025-11-09,Daniel Park,R101674,Instructor time - Doug Hayes,Instructor,2.4,75,180.0,Paid
INV201866,2025-11-09,Daniel Park,R101674,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV201867,2025-11-10,Chloe Marsh,R102068,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV201867,2025-11-10,Chloe Marsh,R102068,Instructor time - Mike Anderson,Instructor,1.7,75,127.5,Paid
