Reservation #,Flight #,Date,Length (hrs),Reservation Type,Status,Client,Aircraft Tail,Aircraft Make,Aircraft Model,Instructor,Rating Hint (synthetic answer key)
R102345,F052259,2025-02-09,1.7,Dual Flight Training,Completed,Theo Walsh,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R101665,F051583,2025-02-10,1.9,Dual Flight Training,Completed,Daniel Park,N4521P,Cessna,172N,Doug Hayes,current student
R102091,F052005,2025-02-10,1.8,Dual Flight Training,Completed,Ethan Bauer,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102092,F052006,2025-02-10,1.6,Dual Flight Training,Completed,Ethan Bauer,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R102475,F052389,2025-02-10,1.6,Dual Flight Training,Completed,Lila Hayes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R100245,F050237,2025-02-11,1.9,Dual Flight Training,Completed,Jamie Chen,N3340T,Piper,PA-44-180,Mike Anderson,MEI
R100535,F050522,2025-02-12,2.0,Dual Flight Training,Completed,David Kim,N1175C,Piper,PA-28R-201,Sarah Phillips,COM
R101849,F051763,2025-02-12,1.9,Dual Flight Training,Completed,Sophia Reyes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R102093,F052007,2025-02-12,1.9,Dual Flight Training,Completed,Ethan Bauer,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R102346,F052260,2025-02-12,1.8,Dual Flight Training,Completed,Theo Walsh,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R102476,F052390,2025-02-12,2.0,Dual Flight Training,Completed,Lila Hayes,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R100246,F050238,2025-02-13,2.4,Dual Flight Training,Completed,Jamie Chen,N3340T,Piper,PA-44-180,Mike Anderson,MEI
R102347,F052261,2025-02-13,1.7,Dual Flight Training,Completed,Theo Walsh,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R102477,F052391,2025-02-13,1.5,Dual Flight Training,Completed,Lila Hayes,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101089,F051058,2025-02-14,2.4,Check Ride,Completed,Isabella Rodriguez,N4521P,Cessna,172N,,COM
R101850,F051764,2025-02-14,1.7,Dual Flight Training,Completed,Sophia Reyes,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R102094,F052008,2025-02-14,1.5,Student Solo,Completed,Ethan Bauer,N8814M,Piper,PA-28-181,,PPL (cadence cohort)
R102478,F052392,2025-02-14,1.6,Dual Flight Training,Completed,Lila Hayes,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101676,F051594,2025-02-16,2.0,Dual Flight Training,Completed,Daniel Park,N4521P,Cessna,172N,Doug Hayes,current student
R102095,F052009,2025-02-16,1.6,Dual Flight Training,Completed,Ethan Bauer,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R102096,F052010,2025-02-16,1.6,Dual Flight Training,Completed,Ethan Bauer,N8814M,Piper,PA-28-181,Sarah Phillips,PPL (cadence cohort)
R102348,F052262,2025-02-16,1.6,Dual Flight Training,Completed,Theo Walsh,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R102479,F052393,2025-02-16,2.0,Dual Flight Training,Completed,Lila Hayes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R101851,F051765,2025-02-17,1.7,Dual Flight Training,Completed,Sophia Reyes,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R102480,F052394,2025-02-17,2.0,Dual Flight Training,Completed,Lila Hayes,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R102097,F052011,2025-02-19,1.8,Dual Flight Training,Completed,Ethan Bauer,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102349,F052263,2025-02-19,2.0,Dual Flight Training,Completed,Theo Walsh,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102098,F052012,2025-02-20,2.1,Dual Flight Training,Completed,Ethan Bauer,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102481,F052395,2025-02-20,2.0,Dual Flight Training,Completed,Lila Hayes,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R102482,F052396,2025-02-20,1.9,Student Solo,Completed,Lila Hayes,N7732K,Cessna,172S,,PPL (cadence cohort)
R101673,F051591,2025-02-21,1.9,Dual Flight Training,Completed,Daniel Park,N6603L,Cessna,172S,Doug Hayes,current student
R101852,F051766,2025-02-21,2.0,Dual Flight Training,Completed,Sophia Reyes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R102099,F052013,2025-02-21,1.7,Dual Flight Training,Completed,Ethan Bauer,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R101548,,2025-02-22,0.7,Maintenance,Completed,,N6603L,Cessna,172S,,
R102350,F052264,2025-02-23,1.9,Student Solo,Completed,Theo Walsh,N6603L,Cessna,172S,,PPL (cadence cohort)
R102483,F052397,2025-02-23,2.0,Dual Flight Training,Completed,Lila Hayes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R101145,F051113,2025-02-24,2.0,Dual Flight Training,Completed,Noah J. Carter,N4521P,Cessna,172N,Jenny Park,PPL
R102100,F052014,2025-02-24,2.0,Dual Flight Training,Completed,Ethan Bauer,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102484,F052398,2025-02-24,1.8,Dual Flight Training,Completed,Lila Hayes,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R101853,F051767,2025-02-25,1.8,Dual Flight Training,Completed,Sophia Reyes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R102101,F052015,2025-02-25,1.6,Student Solo,Completed,Ethan Bauer,N6603L,Cessna,172S,,PPL (cadence cohort)
R102102,F052016,2025-02-26,1.6,Dual Flight Training,Completed,Ethan Bauer,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102351,F052265,2025-02-26,1.7,Dual Flight Training,Completed,Theo Walsh,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R102485,F052399,2025-02-26,2.0,Dual Flight Training,Completed,Lila Hayes,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R102103,F052017,2025-02-27,1.6,Dual Flight Training,Completed,Ethan Bauer,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R102486,F052400,2025-02-27,2.0,Dual Flight Training,Completed,Lila Hayes,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R100532,F050519,2025-02-28,1.2,Dual Flight Training,Completed,David Kim,N1175C,Piper,PA-28R-201,Doug Hayes,COM
R101854,F051768,2025-02-28,1.7,Dual Flight Training,Completed,Sophia Reyes,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R100244,F050236,2025-03-01,1.9,Dual Flight Training,Completed,Jamie Chen,N3340T,Piper,PA-44-180,Tom Reyes,MEI
R101090,F051059,2025-03-01,2.3,Dual Flight Training,Completed,Isabella Rodriguez,N5567W,Piper,PA-44-180,Doug Hayes,AMEL
R102352,F052266,2025-03-01,1.8,Dual Flight Training,Completed,Theo Walsh,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102487,F052401,2025-03-01,1.5,Dual Flight Training,Completed,Lila Hayes,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R102104,F052018,2025-03-02,1.8,Dual Flight Training,Completed,Ethan Bauer,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R102105,F052019,2025-03-02,1.5,Dual Flight Training,Completed,Ethan Bauer,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R102173,F052087,2025-03-02,2.0,Dual Flight Training,Completed,Ruby Vance,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R100533,F050520,2025-03-03,1.5,Dual Flight Training,Completed,David Kim,N1175C,Piper,PA-28R-201,Doug Hayes,COM
R101855,F051769,2025-03-03,1.8,Dual Flight Training,Completed,Sophia Reyes,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R102488,F052402,2025-03-03,2.0,Dual Flight Training,Completed,Lila Hayes,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R100544,F050531,2025-03-04,2.3,Dual Flight Training,Completed,David Kim,N7732K,Cessna,172S,Mike Anderson,COM
R102174,F052088,2025-03-04,1.9,Dual Flight Training,Completed,Ruby Vance,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R102175,F052089,2025-03-04,2.0,Dual Flight Training,Completed,Ruby Vance,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102353,F052267,2025-03-04,1.8,Dual Flight Training,Completed,Theo Walsh,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102489,F052403,2025-03-04,1.7,Student Solo,Completed,Lila Hayes,N7732K,Cessna,172S,,PPL (cadence cohort)
R100543,F050530,2025-03-05,1.9,Dual Flight Training,Completed,David Kim,N1175C,Piper,PA-28R-201,Doug Hayes,COM
R101856,F051770,2025-03-05,1.8,Dual Flight Training,Completed,Sophia Reyes,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R102106,F052020,2025-03-05,1.8,Dual Flight Training,Completed,Ethan Bauer,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R102490,F052404,2025-03-05,1.7,Dual Flight Training,Completed,Lila Hayes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R102176,F052090,2025-03-06,1.7,Dual Flight Training,Completed,Ruby Vance,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R100321,F050311,2025-03-07,1.7,Dual Flight Training,Completed,Sarah Williams,N3340T,Piper,PA-44-180,Sarah Phillips,MEI
R102107,F052021,2025-03-07,1.5,Dual Flight Training,Completed,Ethan Bauer,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102108,F052022,2025-03-07,1.6,Student Solo,Completed,Ethan Bauer,N8814M,Piper,PA-28-181,,PPL (cadence cohort)
R102354,F052268,2025-03-07,1.6,Dual Flight Training,Completed,Theo Walsh,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R101857,F051771,2025-03-08,1.8,Dual Flight Training,Completed,Sophia Reyes,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R102177,F052091,2025-03-08,1.8,Dual Flight Training,Completed,Ruby Vance,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102491,F052405,2025-03-08,1.8,Dual Flight Training,Completed,Lila Hayes,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102178,F052092,2025-03-09,1.9,Dual Flight Training,Completed,Ruby Vance,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R102179,F052093,2025-03-09,1.7,Dual Flight Training,Completed,Ruby Vance,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102355,F052269,2025-03-09,1.8,Dual Flight Training,Completed,Theo Walsh,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R102492,F052406,2025-03-09,2.0,Dual Flight Training,Completed,Lila Hayes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R100248,F050240,2025-03-10,1.9,Check Ride,Completed,Jamie Chen,N5567W,Piper,PA-44-180,,MEI
R102109,F052023,2025-03-10,2.0,Dual Flight Training,Completed,Ethan Bauer,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102180,F052094,2025-03-10,1.8,Dual Flight Training,Completed,Ruby Vance,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R102110,F052024,2025-03-11,2.0,Dual Flight Training,Completed,Ethan Bauer,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102493,F052407,2025-03-11,2.0,Dual Flight Training,Completed,Lila Hayes,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R101138,F051106,2025-03-12,2.2,Dual Flight Training,Completed,Noah J. Carter,N7732K,Cessna,172S,Jenny Park,PPL
R101660,F051578,2025-03-12,1.8,Dual Flight Training,Completed,Daniel Park,N7732K,Cessna,172S,Doug Hayes,current student
R101858,F051772,2025-03-12,1.9,Student Solo,Completed,Sophia Reyes,N4521P,Cessna,172N,,PPL (cadence cohort)
R102181,F052095,2025-03-12,1.9,Dual Flight Training,Completed,Ruby Vance,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R102356,F052270,2025-03-12,1.9,Dual Flight Training,Completed,Theo Walsh,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R100319,F050309,2025-03-13,2.1,Dual Flight Training,Completed,Sarah Williams,N5567W,Piper,PA-44-180,Sarah Phillips,MEI
R101159,F051127,2025-03-13,2.0,Dual Flight Training,Completed,Noah J. Carter,N8814M,Piper,PA-28-181,Jenny Park,PPL
R102494,F052408,2025-03-13,2.1,Dual Flight Training,Completed,Lila Hayes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R102495,F052409,2025-03-13,1.6,Dual Flight Training,Completed,Lila Hayes,N7732K,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R102182,F052096,2025-03-14,1.6,Dual Flight Training,Completed,Ruby Vance,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R102183,F052097,2025-03-14,1.8,Dual Flight Training,Completed,Ruby Vance,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R101859,F051773,2025-03-15,2.0,Dual Flight Training,Completed,Sophia Reyes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R102184,F052098,2025-03-15,2.0,Dual Flight Training,Completed,Ruby Vance,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R102496,F052410,2025-03-15,1.9,Student Solo,Completed,Lila Hayes,N4521P,Cessna,172N,,PPL (cadence cohort)
R102357,F052271,2025-03-16,2.1,Dual Flight Training,Completed,Theo Walsh,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102111,F052025,2025-03-17,1.7,Check Ride,Completed,Ethan Bauer,N8814M,Piper,PA-28-181,,PPL (cadence cohort)
R101860,F051774,2025-03-18,1.9,Dual Flight Training,Completed,Sophia Reyes,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R102185,F052099,2025-03-18,2.0,Dual Flight Training,Completed,Ruby Vance,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R102186,F052100,2025-03-18,1.8,Dual Flight Training,Completed,Ruby Vance,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R102358,F052272,2025-03-18,1.9,Student Solo,Completed,Theo Walsh,N7732K,Cessna,172S,,PPL (cadence cohort)
R102497,F052411,2025-03-18,1.7,Dual Flight Training,Completed,Lila Hayes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R100530,F050517,2025-03-19,1.5,Dual Flight Training,Completed,David Kim,N1175C,Piper,PA-28R-201,Doug Hayes,COM
R102187,F052101,2025-03-19,2.0,Student Solo,Completed,Ruby Vance,N4521P,Cessna,172N,,PPL (cadence cohort)
R102498,F052412,2025-03-19,1.6,Dual Flight Training,Completed,Lila Hayes,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R100320,F050310,2025-03-20,1.8,Dual Flight Training,Completed,Sarah Williams,N3340T,Piper,PA-44-180,Sarah Phillips,MEI
R102359,F052273,2025-03-20,1.9,Dual Flight Training,Completed,Theo Walsh,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R101151,F051119,2025-03-21,1.9,Dual Flight Training,Completed,Noah J. Carter,N7732K,Cessna,172S,Jenny Park,PPL
R101861,F051775,2025-03-21,1.9,Dual Flight Training,Completed,Sophia Reyes,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R102188,F052102,2025-03-21,2.0,Dual Flight Training,Completed,Ruby Vance,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R101094,F051063,2025-03-23,1.6,Dual Flight Training,Completed,Isabella Rodriguez,N5567W,Piper,PA-44-180,Doug Hayes,AMEL
R102189,F052103,2025-03-23,1.5,Dual Flight Training,Completed,Ruby Vance,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102190,F052104,2025-03-23,2.0,Dual Flight Training,Completed,Ruby Vance,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102360,F052274,2025-03-23,1.6,Dual Flight Training,Completed,Theo Walsh,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R100317,F050307,2025-03-24,1.6,Dual Flight Training,Completed,Sarah Williams,N3340T,Piper,PA-44-180,Sarah Phillips,MEI
R102191,F052105,2025-03-24,2.0,Dual Flight Training,Completed,Ruby Vance,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101594,F051514,2025-03-25,1.1,Introductory Flight,Completed,Michael Sanders,N4521P,Cessna,172N,Jenny Park,
R101862,F051776,2025-03-25,1.6,Dual Flight Training,Completed,Sophia Reyes,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R102192,F052106,2025-03-25,1.8,Dual Flight Training,Completed,Ruby Vance,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102499,F052413,2025-03-25,2.0,Check Ride,Completed,Lila Hayes,N6603L,Cessna,172S,,PPL (cadence cohort)
R100318,F050308,2025-03-26,1.8,Dual Flight Training,Completed,Sarah Williams,N3340T,Piper,PA-44-180,Sarah Phillips,MEI
R100534,F050521,2025-03-26,1.2,Dual Flight Training,Completed,David Kim,N8814M,Piper,PA-28-181,Doug Hayes,COM
R101091,F051060,2025-03-26,1.9,Dual Flight Training,Completed,Isabella Rodriguez,N5567W,Piper,PA-44-180,Doug Hayes,AMEL
R101863,F051777,2025-03-27,1.6,Dual Flight Training,Completed,Sophia Reyes,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102193,F052107,2025-03-27,1.6,Dual Flight Training,Completed,Ruby Vance,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102361,F052275,2025-03-27,1.5,Dual Flight Training,Completed,Theo Walsh,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102194,F052108,2025-03-29,2.0,Student Solo,Completed,Ruby Vance,N6603L,Cessna,172S,,PPL (cadence cohort)
R102195,F052109,2025-03-29,1.7,Dual Flight Training,Completed,Ruby Vance,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102362,F052276,2025-03-29,2.0,Dual Flight Training,Completed,Theo Walsh,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R100546,F050533,2025-03-31,1.6,Check Ride,Completed,David Kim,N1175C,Piper,PA-28R-201,,COM
R102196,F052110,2025-03-31,2.1,Dual Flight Training,Completed,Ruby Vance,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R101864,F051778,2025-04-01,1.7,Dual Flight Training,Completed,Sophia Reyes,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R102363,F052277,2025-04-01,1.6,Dual Flight Training,Completed,Theo Walsh,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102197,F052111,2025-04-02,1.6,Dual Flight Training,Completed,Ruby Vance,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102198,F052112,2025-04-03,1.7,Dual Flight Training,Completed,Ruby Vance,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R101865,F051779,2025-04-04,2.0,Dual Flight Training,Completed,Sophia Reyes,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R102199,F052113,2025-04-04,1.9,Dual Flight Training,Completed,Ruby Vance,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R102200,F052114,2025-04-04,1.8,Dual Flight Training,Completed,Ruby Vance,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R102364,F052278,2025-04-05,1.5,Dual Flight Training,Completed,Theo Walsh,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R102201,F052115,2025-04-06,1.8,Student Solo,Completed,Ruby Vance,N6603L,Cessna,172S,,PPL (cadence cohort)
R101866,F051780,2025-04-07,1.7,Student Solo,Completed,Sophia Reyes,N6603L,Cessna,172S,,PPL (cadence cohort)
R100322,F050312,2025-04-08,2.4,Check Ride,Completed,Sarah Williams,N5567W,Piper,PA-44-180,,MEI
R102365,F052279,2025-04-08,1.8,Dual Flight Training,Completed,Theo Walsh,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R101867,F051781,2025-04-09,1.5,Dual Flight Training,Completed,Sophia Reyes,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R102366,F052280,2025-04-11,1.8,Student Solo,Completed,Theo Walsh,N4521P,Cessna,172N,,PPL (cadence cohort)
R101868,F051782,2025-04-12,1.6,Dual Flight Training,Completed,Sophia Reyes,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102202,F052116,2025-04-12,1.9,Check Ride,Completed,Ruby Vance,N4521P,Cessna,172N,,PPL (cadence cohort)
R101093,F051062,2025-04-14,2.2,Dual Flight Training,Completed,Isabella Rodriguez,N5567W,Piper,PA-44-180,Doug Hayes,AMEL
R102367,F052281,2025-04-14,2.0,Dual Flight Training,Completed,Theo Walsh,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R101160,F051128,2025-04-15,1.5,Dual Flight Training,Completed,Noah J. Carter,N8814M,Piper,PA-28-181,Jenny Park,PPL
R101092,F051061,2025-04-16,2.1,Dual Flight Training,Completed,Isabella Rodriguez,N3340T,Piper,PA-44-180,Doug Hayes,AMEL
R101869,F051783,2025-04-16,1.6,Dual Flight Training,Completed,Sophia Reyes,N6603L,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101870,F051784,2025-04-20,1.6,Dual Flight Training,Completed,Sophia Reyes,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R101095,F051064,2025-04-21,1.9,Check Ride,Completed,Isabella Rodriguez,N3340T,Piper,PA-44-180,,AMEL
R102368,F052282,2025-04-21,1.5,Check Ride,Completed,Theo Walsh,N4521P,Cessna,172N,,PPL (cadence cohort)
R101871,F051785,2025-04-22,2.1,Dual Flight Training,Completed,Sophia Reyes,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R101872,F051786,2025-04-26,2.0,Dual Flight Training,Completed,Sophia Reyes,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101873,F051787,2025-04-28,1.9,Dual Flight Training,Completed,Sophia Reyes,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101171,F051139,2025-04-29,2.3,Check Ride,Completed,Noah J. Carter,N7732K,Cessna,172S,,PPL
R101692,F051609,2025-04-29,1.3,Dual Flight Training,Completed,Daniel Park,N7732K,Cessna,172S,Jenny Park,current student
R101106,F051074,2025-05-02,1.4,Dual Flight Training,Completed,Isabella Rodriguez,N4521P,Cessna,172N,Mike Anderson,CFI
R101612,F051532,2025-05-02,1.7,Dual Flight Training,Completed,Henry Walsh,N6603L,Cessna,172S,Tom Reyes,current student
R101615,,2025-05-02,0,Dual Flight Training,Canceled,Henry Walsh,N8814M,Piper,PA-28-181,,current student
R101874,F051788,2025-05-02,2.0,Student Solo,Completed,Sophia Reyes,N8814M,Piper,PA-28-181,,PPL (cadence cohort)
R101659,F051577,2025-05-04,1.2,Dual Flight Training,Completed,Daniel Park,N6603L,Cessna,172S,Doug Hayes,current student
R101193,F051159,2025-05-05,2.2,Dual Flight Training,Completed,Noah J. Carter,N7732K,Cessna,172S,Jenny Park,IFR
R101655,F051573,2025-05-05,1.6,Dual Flight Training,Completed,Daniel Park,N6603L,Cessna,172S,Doug Hayes,current student
R101875,F051789,2025-05-05,2.1,Dual Flight Training,Completed,Sophia Reyes,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R101097,F051066,2025-05-06,2.4,Dual Flight Training,Completed,Isabella Rodriguez,N7732K,Cessna,172S,Doug Hayes,CFI
R101190,F051156,2025-05-08,1.3,Dual Flight Training,Completed,Noah J. Carter,N8814M,Piper,PA-28-181,Tom Reyes,IFR
R101096,F051065,2025-05-11,2.2,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Doug Hayes,CFI
R101876,F051790,2025-05-13,1.8,Check Ride,Completed,Sophia Reyes,N4521P,Cessna,172N,,PPL (cadence cohort)
R101098,F051067,2025-05-14,2.0,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Jenny Park,CFI
R101613,F051533,2025-05-14,1.8,Dual Flight Training,Completed,Henry Walsh,N8814M,Piper,PA-28-181,Sarah Phillips,current student
R101690,F051607,2025-05-14,2.1,Dual Flight Training,Completed,Daniel Park,N4521P,Cessna,172N,Doug Hayes,current student
R101671,F051589,2025-05-17,1.9,Dual Flight Training,Completed,Daniel Park,N7732K,Cessna,172S,Doug Hayes,current student
R101113,F051081,2025-05-18,1.3,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Doug Hayes,CFI
R101608,F051528,2025-05-22,1.3,Dual Flight Training,Completed,Henry Walsh,N4521P,Cessna,172N,Sarah Phillips,current student
R101184,F051151,2025-05-23,1.2,Dual Flight Training,Completed,Noah J. Carter,N8814M,Piper,PA-28-181,Jenny Park,IFR
R101197,F051163,2025-05-25,1.9,Dual Flight Training,Completed,Noah J. Carter,N7732K,Cessna,172S,Tom Reyes,IFR
R101607,F051527,2025-06-01,1.5,Dual Flight Training,Completed,Henry Walsh,N4521P,Cessna,172N,Sarah Phillips,current student
R101658,F051576,2025-06-01,2.2,Dual Flight Training,Completed,Daniel Park,N4521P,Cessna,172N,Doug Hayes,current student
R101600,F051520,2025-06-05,2.0,Dual Flight Training,Completed,Henry Walsh,N6603L,Cessna,172S,Sarah Phillips,current student
R101178,F051145,2025-06-07,2.1,Dual Flight Training,Completed,Noah J. Carter,N6603L,Cessna,172S,Jenny Park,IFR
R101101,F051070,2025-06-09,1.8,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Doug Hayes,CFI
R101667,F051585,2025-06-10,1.8,Dual Flight Training,Completed,Daniel Park,N8814M,Piper,PA-28-181,Doug Hayes,current student
R101110,F051078,2025-06-11,2.2,Dual Flight Training,Completed,Isabella Rodriguez,N7732K,Cessna,172S,Doug Hayes,CFI
R101111,F051079,2025-06-12,1.3,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Doug Hayes,CFI
R101589,F051509,2025-06-12,1.2,Introductory Flight,Completed,Karen Yoshida,N8814M,Piper,PA-28-181,Doug Hayes,
R101102,F051071,2025-06-13,1.3,Dual Flight Training,Completed,Isabella Rodriguez,N4521P,Cessna,172N,Doug Hayes,CFI
R101109,F051077,2025-06-13,2.2,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Sarah Phillips,CFI
R101175,F051142,2025-06-19,1.9,Dual Flight Training,Completed,Noah J. Carter,N7732K,Cessna,172S,Jenny Park,IFR
R101177,F051144,2025-06-19,1.8,Dual Flight Training,Completed,Noah J. Carter,N4521P,Cessna,172N,Jenny Park,IFR
R101176,F051143,2025-06-20,1.2,Dual Flight Training,Completed,Noah J. Carter,N6603L,Cessna,172S,Doug Hayes,IFR
R101117,F051085,2025-06-22,1.5,Dual Flight Training,Completed,Isabella Rodriguez,N7732K,Cessna,172S,Doug Hayes,CFI
R101684,F051602,2025-06-23,1.5,Dual Flight Training,Completed,Daniel Park,N4521P,Cessna,172N,Doug Hayes,current student
